147	0	0	30	28	55

# FireEff
160	0	0	42	44	70
161	42	0	84	44	70
162	84	0	126	44	70
163	126	0	168	44	70

# HitEff
164	0	0	16	20	71
165	16	0	32	20	71

# BrickExplodeEff
166	0	0	18	23	72
167	18	0	36	23	72

# ScoreEff
168	0	0	38	18	73
169	38	0	76	18	73
170	76	0	114	18	73
171	114	0	152	18	73
172	152	0	190	18	73
173	190	0	228	18	73
174	228	0	266	18	73
175	266	0	304	18	73

# VampireBat
180	0	0	32	32	80
181	32	0	64	32	80
182	64	0	96	32	80
183	96	0	128	32	80

# Zombie
184	0	0	32	64	81
185	32	0	64	64	81

# DarkenBat
186	0	0	32	32	82
187	32	0	64	32	82
188	64	0	96	32	82
189	96	0	128	32	82

# Knight
190	0	0	40	80	83
191	40	0	80	80	83
192	80	0	120	82	83

# TitleScene
250	0	0	514	450	100

# TitleBat
251	0	0	144	112	101
252	144	0	288	112	101
253	288	0	432	112	101
254	432	0	576	112	101
255	576	0	720	112	101
256	0	112	144	224	101
257	144	112	288	224	101
258	288	112	432	224	101
259	432	112	576	224	101
260	576	112	720	224	101
261	0	224	144	336	101
262	144	224	288	336	101
263	288	224	432	336	101
264	432	224	576	336	101
265	576	224	720	336	101

# StartText
266	0	0	214	30	102
267	214	0	428	30	102

# IntroScene
268	0	0	512	448	103

# IntroSimon 
# Idle
269	0	0	60	64	104
# Walking
270	60	0	120	64	104
271	120	0	180	64	104
272	180	0	240	64	104



# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# Simon
# Die
0	0	100
# Idle
1	1	100
# Walking
2	1	100	2	100	3	100	4	100
# Jumping
3	5	100
# Attacking
4	6	110	7	110	8	110
# Hurt
5	9	100
# Sitting
6	10	100
# Sit Attack
7	11	110	12	110	13	110
# Upgrade
8	14	100	15	100	16	100	17	100

# MS
# 1
20	50	110	51	110	52	110
# 2
21	53	110	54	110	55	110
# 3
22	56	110	57	110	58	110

# Dagger
23	62	100

# Boomerang
54	63	120	64	120	65	120

# BlackBoard
60	80	100

# HP
61	81	100
62	82	100
63	83	100

# Texts

#Brick
70	100	100
71	101	100
72	102	100
73	103	100

# BreakableBrick
74	104	100
75	105	100
76	106	100
77	107	100

# Torch
78	108	120	109	120

# Candle
79	110	120	111	120

# MF
80	112	100

# Stairs
81	113	100
82	114	100

# Gate
89	119	100

# Small Heart
90	130	100
# Big Heart
91	131	100

# Chicken
92	132	100

# MoneyBags
93	133	100
94	134	100
95	135	100

# UpgradeMS
96	136	100

# CrystalBall
97	137	120	138	120

# InviPot
98	139	100

# ItemDagger
99	140	100

# StopWatch
100	141	100

# Cross
101	142	100

# Crown
102	143	120	144	120

# ItemExtraShot
103	145	120
104	146	120

# ItemBoomerang
105	147	100

# FireEff
106	160	120	161	120	162	120	163	120

# HitEff
107	164	120	165	120

# BrickExplode
108	166	120	167	120

# ScoreEff
109	168	120	169	120
110	170	120	171	120
111	172	120	173	120
112	174	120	175	120

# VampireBat
120	180	100
121	181	120	182	120	183	120

# Zombie
122	184	120	185	120

# DarkenBat
123	186	100
124	187	120	188	120	189	120

# Knight
125	190	150	191	150	192	150

# TitleScene
150	250	100

# TitleBat
151	251	150	252	150	253	150	254	150	255	150

# StartText
152	266	120	167	120

# IntroScene
153	268	100

# IntroSimon
# Idle
154	269	100
# Walking
155	270	100	271	100	272	100

#
# id	ani1	ani2	ani3
# id tuan theo define
[ANIMATION_SETS]
# Simon
1	0	1	2	3	4	5	6	7	8

# MS
2	20	21	22

# Dagger
3	23

# Boomerang
4	54

# BlackBoard
10	60

# HP
11	61	62	63

# Texts

# Brick
20	70	71	72	73

# BreakableBrick
21	74	75	76	77

# Torch
22	78

# Candle
23	79

# MF
24	80

# Stairs
25	81	82

# Gate
26	89

# SmallHeart
40	90

# BigHeart
41	91

# Chicken
42	92

# MoneyBags
43	93	94	95

# UpgradeMS
47	96

# CrystalBall
48	97

# InviPot
49	98

# ItemDagger
50	99

# StopWatch
51	100

# Cross
52	101

# Crown
53	102

# ItemExtraShot
54	103	104

# ItemBoomerang
55	105

# FireEff
70	106

# HitEff
71	107

# BrickExplode
72	108

# AddScore
73	109	110	111	112

# VampireBat
80	120	121

# Zombie
81	122

# DarkenBat
82	123	124

# Knight
83	125

# TitleScene
100	150

# TitleBat
101	151

# StartText
102	152

# IntroScene
103	153

# IntroSimon
104	154	155
